Id,Sch,Gr,ClType,HDeg,CLad,Exp,Trace,Read,Math,SES,SchType,Sx,Eth,BirthQ,BirthY,Yrs,Tch
42831,52,2,reg+A,BS/BA,1,18,W,604,632,N,suburb,M,W,1980:1,1980,2,904
143782,32,1,reg+A,BS/BA,NOT,31,B,514,612,F,inner,M,B,1977:4,1977,1,554
61883,55,2,small,MS/MA/MEd,3,14,W,547,579,N,rural,M,W,1980:3,1980,2,950
147198,24,2,reg,BS/BA,NOT,4,B,614,552,N,suburb,F,B,1980:2,1980,2,410
145899,2,2,small,MS/MA/MEd,1,16,W,604,603,F,urban,M,W,1979:3,1979,2,25
154589,14,2,reg+A,BS/BA,1,10,B,602,590,N,inner,F,B,1980:2,1980,2,224
85526,18,K,small,MS/MA/MEd,1,10,B,408,439,F,inner,M,B,1979:4,1979,0,282
123756,58,1,reg+A,MS/MA/MEd,1,6,W,590,562,N,suburb,F,W,1980:2,1980,1,1002
154411,58,K,small,BS/BA,1,5,W,485,576,N,suburb,M,W,1980:3,1980,0,994
41993,43,K,reg+A,BS/BA,1,17,W,413,449,N,suburb,F,W,1980:3,1980,0,718
148134,72,2,reg+A,MS/MA/MEd,1,8,W,582,590,N,rural,F,W,1979:4,1979,2,1264
144189,47,K,reg+A,BS/BA,1,15,W,403,459,N,rural,M,W,1980:2,1980,0,777
29257,59,2,small,MS/MA/MEd,1,9,B,596,563,N,urban,F,W,1979:3,1979,2,1026
99568,9,2,small,BS/BA,1,22,W,579,611,F,urban,F,W,1980:1,1980,2,149
3115,33,1,reg+A,MS/MA/MEd,1,7,W,444,477,F,inner,M,B,1980:3,1980,1,577
111449,24,K,reg,BS/BA,1,6,W,421,444,F,suburb,M,B,1980:3,1980,0,401
83946,46,1,reg,MS/MA/MEd,1,19,W,519,526,F,suburb,M,W,1979:3,1979,1,765
173302,39,3,small,MS/MA/MEd,1,3,W,680,691,N,rural,F,W,1979:4,1979,3,673
178011,53,1,reg,BS/BA,1,14,B,492,526,F,inner,F,B,1980:3,1980,1,916
26649,56,1,small,BS/BA,1,21,W,544,557,F,rural,M,B,1980:3,1980,1,963
89408,66,K,reg+A,BS/BA,1,13,W,514,528,N,rural,F,W,1980:1,1980,0,1142
141327,70,K,small,MS/MA/MEd,1,15,W,437,484,N,rural,M,W,1980:1,1980,0,1215
182683,75,K,reg,MS/MA/MEd,1,13,W,448,494,N,rural,F,W,1980:3,1980,0,1305
128317,66,3,reg+A,MS/MA/MEd,1,4,W,616,659,N,rural,M,W,1980:2,1980,3,1161
160529,53,2,small,BS/BA,APPR,1,W,611,579,N,inner,F,B,1980:1,1980,2,919
49229,52,1,small,BS/BA,1,12,W,507,584,N,suburb,F,W,1979:2,1979,1,895
173654,77,1,reg+A,BS/BA,1,18,W,558,545,N,rural,F,W,1979:4,1979,1,1333
175638,38,2,reg,BS/BA,3,14,W,622,615,N,rural,F,W,1979:4,1979,2,656
6012,48,1,reg,BS/BA,1,17,W,536,510,F,urban,F,W,1980:2,1980,1,800
80233,66,1,reg+A,BS/BA,1,8,W,651,549,N,rural,F,W,1980:3,1980,1,1149
154652,79,2,reg+A,BS/BA,1,14,W,599,590,N,rural,M,W,1979:2,1979,2,1370
113213,2,1,reg,BS/BA,1,5,W,448,463,N,urban,F,W,1980:2,1980,1,23
152320,60,3,small,BS/BA,1,14,W,573,597,F,urban,F,W,1979:1,1979,3,1044
20286,23,1,small,BS/BA,1,4,W,527,592,N,suburb,F,B,1980:2,1980,1,384
154299,52,K,reg+A,BS/BA,1,18,W,518,536,N,suburb,F,W,1980:3,1980,0,894
65562,4,3,small,BS/BA,1,6,W,582,593,F,suburb,F,W,1979:3,1979,3,63
76157,1,2,reg+A,BS/BA,1,13,W,549,510,F,rural,F,B,1979:2,1979,2,13
166376,10,3,small,BS/BA,PROB,0,W,702,711,N,urban,M,W,1980:4,1980,3,172
21882,47,3,reg+A,BS/BA,PROB,0,W,624,603,N,rural,F,W,1980:3,1980,3,792
8636,52,3,small,MS/MA/MEd,1,6,W,624,626,N,suburb,F,W,1980:2,1980,3,905
42207,3,3,reg,BS/BA,1,21,W,614,616,N,rural,F,W,1980:1,1980,3,49
154698,20,3,reg+A,BS/BA,1,4,W,610,610,F,suburb,M,B,1980:3,1980,3,328
132972,45,1,small,BS/BA,PROB,1,W,475,518,F,inner,M,B,1980:2,1980,1,750
68224,55,K,reg+A,MS/MA/MEd,1,13,W,487,576,N,rural,F,W,1980:1,1980,0,944
101130,28,3,small,MS/MA/MEd,NOT,11,A,633,642,F,inner,F,B,1980:3,1980,3,497
106278,51,1,reg+A,BS/BA,PROB,2,W,466,495,N,suburb,M,W,1979:4,1979,1,867
75657,4,1,reg,MS/MA/MEd,1,8,W,564,535,N,suburb,M,W,1980:3,1980,1,57
8039,7,1,reg,BS/BA,3,7,W,519,535,F,rural,M,W,1979:4,1979,1,93
176993,75,1,small,Ed.S,1,17,W,448,449,N,rural,M,W,1980:1,1980,1,1308
96621,2,1,small,BS/BA,1,12,W,548,523,N,urban,F,B,1980:2,1980,1,22
90393,58,2,reg+A,MS/MA/MEd,1,9,W,573,559,N,suburb,F,W,1980:3,1980,2,1009
150925,20,1,reg,BS/BA,1,4,W,468,515,N,suburb,F,B,1980:2,1980,1,316
105190,5,1,small,MS/MA/MEd,1,9,W,492,477,F,rural,M,W,1979:4,1979,1,71
162251,13,K,small,BS/BA,1,4,W,460,520,F,rural,F,W,1980:3,1980,0,204
100810,75,1,small,BS/BA,1,14,W,604,592,N,rural,M,W,1980:3,1980,1,1307
164376,2,3,reg+A,MS/MA/MEd,1,19,W,569,593,F,urban,F,W,1978:4,1978,3,30
64940,77,1,reg+A,BS/BA,1,18,W,466,542,F,rural,F,W,1980:2,1980,1,1333
100540,17,1,reg+A,BS/BA,1,20,W,453,474,F,suburb,M,B,1980:2,1980,1,273
121472,53,1,reg+A,BS/BA,1,7,W,480,518,N,inner,M,W,1979:1,1979,1,917
111622,20,K,small,BS/BA,1,21,W,468,478,F,suburb,M,B,1979:4,1979,0,310
8150,26,1,reg,MS/MA/MEd,NOT,3,W,501,518,F,inner,F,B,1979:4,1979,1,438
28234,68,1,small,BS/BA,1,7,W,501,532,F,rural,F,W,1980:3,1980,1,1181
11254,76,K,reg,BS/BA,APPR,1,W,408,463,N,rural,M,W,1979:4,1979,0,1324
26379,55,1,small,BS/BA,APPR,2,W,466,535,N,rural,M,W,1979:3,1979,1,945
150202,58,2,small,BS/BA,PROB,3,W,637,611,N,suburb,F,W,1980:3,1980,2,1004
9744,66,3,reg,MS/MA/MEd,1,5,W,680,684,F,rural,F,W,1980:1,1980,3,1159
40199,44,1,reg+A,BS/BA,APPR,2,B,478,542,F,suburb,M,B,1979:4,1979,1,736
158507,62,K,reg,BS/BA,1,16,W,425,494,N,rural,F,W,1980:3,1980,0,1064
157930,11,2,reg,BS/BA,1,25,W,622,590,N,rural,M,W,1980:3,1980,2,184
165201,73,1,reg,MS/MA/MEd,1,13,W,501,578,F,rural,M,W,1980:1,1980,1,1276
91481,72,2,reg+A,MS/MA/MEd,1,8,W,588,584,F,rural,M,W,1979:3,1979,2,1264
140956,64,2,reg+A,MS/MA/MEd,1,4,W,622,590,N,rural,M,W,1980:2,1980,2,1117
42289,21,1,reg,MS/MA/MEd,1,23,W,468,486,F,suburb,F,B,1980:1,1980,1,337
158417,51,2,small,BS/BA,1,16,B,637,620,N,suburb,F,W,1980:1,1980,2,873
180551,80,1,reg,BS/BA,APPR,2,W,527,562,N,rural,M,W,1979:4,1979,1,1379
99367,33,3,reg+A,BS/BA,1,18,B,633,591,F,inner,F,B,1980:4,1980,3,589
143982,46,1,small,BS/BA,1,18,W,468,488,N,suburb,M,W,1980:2,1980,1,764
41454,26,2,reg+A,MS/MA/MEd,1,13,W,494,486,F,inner,F,B,1979:2,1979,2,442
100697,30,3,small,BS/BA,PROB,3,B,661,636,N,inner,M,B,1980:3,1980,3,526
170010,50,3,reg+A,MS/MA/MEd,1,9,W,610,663,F,rural,F,W,1980:3,1980,3,848
3035,24,K,small,BS/BA,APPR,5,B,442,559,N,suburb,F,B,1980:3,1980,0,399
25798,9,3,reg+A,MS/MA/MEd,1,38,W,654,663,N,urban,F,W,1979:4,1979,3,161
141593,44,3,small,BS/BA,APPR,3,W,620,610,F,suburb,F,B,1980:3,1980,3,742
89384,73,1,reg,MS/MA/MEd,1,13,W,629,653,N,rural,F,W,1979:4,1979,1,1276
184441,49,3,small,MS/MA/MEd,1,4,W,610,591,F,rural,F,B,1980:3,1980,3,824
92506,31,1,reg,BS/BA,1,14,W,501,523,F,inner,M,B,1979:3,1979,1,533
32732,27,K,reg+A,BS/BA,1,10,B,440,576,F,inner,M,B,1980:2,1980,0,451
39145,22,K,reg,BS/BA,1,11,W,416,423,F,inner,F,B,1980:3,1980,0,353
161745,22,1,small,MS/MA/MEd,1,9,B,604,601,F,inner,F,B,1980:1,1980,1,359
173113,53,1,small,MS/MA/MEd,1,36,W,536,512,N,inner,F,B,1980:3,1980,1,914
70941,4,2,small,BS/BA,1,15,W,588,648,N,suburb,M,W,1980:2,1980,2,60
16682,27,2,small,BS/BA,1,4,W,529,518,F,inner,M,B,1978:3,1978,2,463
175999,29,1,small,BS/BA,APPR,2,B,533,612,F,inner,M,B,1980:1,1980,1,505
149217,69,2,reg,BS/BA,1,31,W,627,699,N,rural,F,W,1980:1,1980,2,1208
168603,51,K,reg+A,MA+,1,12,W,480,520,N,suburb,M,W,1980:3,1980,0,855
93585,46,2,reg+A,BS/BA,1,25,W,588,563,N,suburb,F,W,1980:1,1980,2,770
94809,38,3,reg+A,BS/BA,1,17,W,567,589,F,rural,M,W,1980:3,1980,3,660
3104,27,3,small,BS/BA,2,15,B,631,612,F,inner,F,B,1980:1,1980,3,471
64269,65,K,small,BS/BA,1,15,W,425,484,F,rural,M,W,1979:2,1979,0,1123
71272,23,2,reg+A,BS/BA,1,5,B,503,510,F,suburb,M,B,1979:4,1979,2,393
63083,22,3,small,MS/MA/MEd,2,33,B,622,586,F,inner,M,B,1980:3,1980,3,374
92698,41,1,small,BS/BA,1,18,W,485,549,N,suburb,F,W,1980:3,1980,1,697
105904,37,1,small,MS/MA/MEd,1,15,W,651,612,N,urban,F,W,1980:1,1980,1,644
23611,21,K,reg+A,MS/MA/MEd,1,15,B,451,528,F,suburb,F,B,1980:3,1980,0,335
126889,37,1,reg+A,MS/MA/MEd,2,11,W,536,542,F,urban,M,W,1980:3,1980,1,647
61400,19,3,reg,MS/MA/MEd,3,16,W,608,608,F,inner,F,B,1979:4,1979,3,307
57232,65,3,reg+A,BS/BA,NOT,2,W,626,659,N,rural,F,W,1980:1,1980,3,1136
104065,80,3,reg+A,BS/BA,PROB,16,B,654,659,N,rural,F,W,1980:1,1980,3,1387
77110,51,3,reg,MS/MA/MEd,1,15,B,661,663,N,suburb,M,W,1979:4,1979,3,887
114790,63,1,reg+A,BS/BA,1,16,W,536,523,F,rural,F,W,1979:4,1979,1,1088
132703,7,1,reg,BS/BA,3,7,W,423,439,F,rural,M,B,1980:1,1980,1,93
118248,16,1,reg+A,MS/MA/MEd,2,33,B,451,526,F,inner,F,B,1980:4,1980,1,253
88796,51,2,reg+A,MS/MA/MEd,1,15,W,614,568,N,suburb,F,W,1980:2,1980,2,881
134065,28,1,reg,BS/BA,PROB,2,B,530,512,F,inner,M,B,1979:1,1979,1,488
158343,37,1,small,MS/MA/MEd,1,15,W,514,535,F,urban,F,B,1979:4,1979,1,644
121966,67,2,reg+A,MS/MA/MEd,1,27,W,508,541,N,rural,M,I,1979:2,1979,2,1171
120541,22,K,reg,BS/BA,1,24,B,450,520,F,inner,M,B,1980:2,1980,0,354
125031,56,2,reg,BS/BA,1,15,W,684,674,N,rural,M,W,1979:4,1979,2,970
169369,34,1,reg+A,MS/MA/MEd,1,15,W,477,520,N,rural,M,W,1980:3,1980,1,596
86608,31,1,reg,BS/BA,1,14,W,416,470,F,inner,M,B,1980:1,1980,1,533
148110,21,K,reg,BS/BA,APPR,1,B,427,513,N,suburb,M,W,1980:2,1980,0,331
141070,58,K,reg,BS/BA,PEND,3,W,455,463,N,suburb,M,W,1980:2,1980,0,996
135494,53,2,small,BS/BA,PROB,0,W,555,520,F,inner,F,W,1979:4,1979,2,918
115484,67,3,small,BS/BA,PROB,2,W,622,589,F,rural,F,W,1980:2,1980,3,1172
103417,25,1,small,BS/BA,PROB,1,B,447,468,F,suburb,F,W,1980:3,1980,1,421
92134,4,1,reg,MS/MA/MEd,1,8,W,445,500,N,suburb,M,W,1979:4,1979,1,57
177136,52,3,reg,BS/BA,NOT,15,B,560,562,F,suburb,F,B,1979:1,1979,3,908
89337,45,2,small,BS/BA,1,8,W,622,599,F,inner,M,B,1979:3,1979,2,753
25005,24,K,reg+A,MS/MA/MEd,1,10,W,408,423,F,suburb,F,B,1980:2,1980,0,402
68172,33,3,reg,BS/BA,PROB,0,B,614,631,F,inner,F,B,1980:2,1980,3,587
55190,8,K,reg,MS/MA/MEd,1,13,W,451,520,N,rural,F,W,1979:4,1979,0,114
11527,47,3,reg,BS/BA,APPR,1,W,602,626,N,rural,M,W,1979:4,1979,3,791
2288,68,1,reg,BS/BA,1,5,W,519,523,F,rural,F,B,1980:1,1980,1,1184
102311,26,2,reg+A,MS/MA/MEd,1,13,W,560,512,N,inner,M,B,1979:4,1979,2,442
147439,61,2,reg,BS/BA,APPR,4,W,659,620,N,suburb,M,W,1980:1,1980,2,1056
21131,72,3,reg,MS/MA/MEd,1,13,W,604,589,N,rural,M,W,1980:3,1980,3,1268
23290,22,3,reg+A,MS/MA/MEd,PROB,12,W,540,574,F,inner,M,B,1980:3,1980,3,377
101997,39,K,reg,BS/BA,1,4,W,627,602,N,rural,F,W,1980:2,1980,0,663
4969,7,2,reg,BS/BA,1,15,W,505,525,F,rural,M,W,1979:3,1979,2,100
134217,80,3,small,MS/MA/MEd,1,12,W,629,636,F,rural,M,W,1979:3,1979,3,1385
96890,16,1,reg,BS/BA,1,5,W,477,526,F,inner,M,B,1979:3,1979,1,251
21273,10,K,reg+A,MS/MA/MEd,1,12,W,450,506,N,urban,M,W,1980:3,1980,0,164
35734,62,3,reg,BS/BA,1,17,W,636,614,F,rural,F,W,1979:4,1979,3,1073
29512,11,1,small,BS/BA,1,31,W,475,512,F,rural,F,B,1979:4,1979,1,178
109223,32,2,reg,BS/BA,1,7,B,560,552,F,inner,F,B,1979:4,1979,2,557
48171,8,K,small,MS/MA/MEd,1,13,W,402,444,F,rural,F,W,1980:3,1980,0,112
129415,34,2,reg+A,MS/MA/MEd,1,20,W,569,535,N,rural,F,W,1978:4,1978,2,601
74473,77,3,small,BS/BA,1,7,W,629,667,N,rural,M,W,1980:3,1980,3,1341
184670,33,3,small,BS/BA,1,7,W,644,618,F,inner,F,B,1980:2,1980,3,585
42125,80,K,reg+A,MS/MA/MEd,1,13,W,434,513,N,rural,F,W,1980:2,1980,0,1377
93629,41,3,small,BS/BA,1,5,W,702,678,N,suburb,F,A,1980:2,1980,3,706
48076,23,K,small,BS/BA,1,11,B,443,500,N,suburb,M,B,1980:2,1980,0,380
4778,66,3,small,BS/BA,PROB,1,W,728,700,N,rural,F,W,1980:3,1980,3,1156
148282,40,3,small,BS/BA,1,4,W,612,568,F,rural,F,W,1980:3,1980,3,689
68380,63,1,reg+A,BS/BA,1,16,W,558,557,N,rural,F,W,1980:2,1980,1,1088
161126,43,2,small,BS/BA,1,5,W,568,607,N,suburb,M,W,1979:4,1979,2,722
110810,63,3,small,BS/BA,1,20,W,608,629,N,rural,M,W,1980:3,1980,3,1098
35288,75,3,small,BS/BA,1,22,W,631,610,N,rural,M,W,1979:4,1979,3,1318
119447,11,K,reg,MS/MA/MEd,2,11,W,467,478,F,rural,M,W,1979:4,1979,0,176
109418,10,2,small,MS/MA/MEd,1,22,W,611,611,N,urban,M,W,1979:3,1979,2,170
4091,17,3,reg+A,MS/MA/MEd,1,18,W,554,597,F,suburb,F,B,1979:3,1979,3,281
6556,78,1,small,MS/MA/MEd,1,3,W,474,493,F,rural,M,W,1980:2,1980,1,1349
14270,47,2,reg,BS/BA,PROB,2,W,591,556,N,rural,F,W,1980:2,1980,2,787
119035,56,K,small,BS/BA,1,21,W,405,384,N,rural,M,W,1980:3,1980,0,958
36640,48,1,reg,BS/BA,1,17,W,590,562,N,urban,M,W,1980:1,1980,1,800
136894,78,K,reg+A,MS/MA/MEd,1,3,W,407,405,N,rural,M,W,1980:2,1980,0,1348
134767,9,1,reg,BS/BA,1,20,W,439,502,N,urban,M,W,1980:1,1980,1,145
155711,5,2,reg+A,MS/MA/MEd,1,13,B,517,502,F,rural,M,W,1979:1,1979,2,77
102967,77,1,small,MS/MA/MEd,1,14,W,501,520,N,rural,M,W,1979:4,1979,1,1329
78538,16,2,small,BS/BA,1,10,B,637,582,F,inner,F,B,1980:3,1980,2,255
123658,50,1,reg,BS/BA,1,7,W,536,515,F,rural,M,W,1980:3,1980,1,835
41135,58,1,reg+A,MS/MA/MEd,1,6,W,590,518,N,suburb,M,W,1980:1,1980,1,1002
129142,77,2,reg+A,BS/BA,1,16,W,637,607,N,rural,M,W,1979:4,1979,2,1339
137015,21,3,reg+A,BS/BA,1,25,B,588,612,F,suburb,M,W,1979:4,1979,3,349
130681,19,1,reg,MS/MA/MEd,PROB,3,W,448,518,F,inner,F,B,1979:3,1979,1,294
18782,54,1,small,BS/BA,1,4,W,512,567,N,suburb,F,W,1980:2,1980,1,929
73962,2,2,reg,MS/MA/MEd,1,8,W,593,599,F,urban,M,W,1981:3,1981,2,26
101374,74,K,small,BS/BA,1,12,W,437,463,N,rural,F,W,1979:2,1979,0,1287
60687,69,2,reg+A,BS/BA,1,8,W,669,699,N,rural,F,W,1980:1,1980,2,1209
25946,36,1,reg,MS/MA/MEd,3,18,W,521,532,N,suburb,M,W,1980:3,1980,1,628
178394,24,3,small,MS/MA/MEd,1,10,B,616,597,N,suburb,F,B,1980:3,1980,3,413
180665,52,3,small,MS/MA/MEd,1,6,W,622,599,N,suburb,M,W,1980:3,1980,3,905
96011,9,K,reg,BS/BA,1,8,W,442,463,N,urban,M,W,1980:3,1980,0,137
118699,80,K,reg+A,MS/MA/MEd,1,13,W,421,449,N,rural,F,W,1980:3,1980,0,1377
104959,3,3,reg+A,BS/BA,PROB,3,W,614,599,N,rural,F,W,1980:1,1980,3,50
39469,32,3,reg+A,BS/BA,NOT,23,W,582,562,F,inner,M,B,1979:2,1979,3,565
25153,75,3,reg,BS/BA,1,19,W,686,700,N,rural,F,W,1980:1,1980,3,1319
26318,51,2,reg+A,MS/MA/MEd,1,15,W,650,674,N,suburb,F,W,1980:2,1980,2,881
143851,1,1,reg+A,MS/MA/MEd,2,10,W,465,486,N,rural,F,W,1980:3,1980,1,9
159033,16,2,small,BS/BA,1,4,B,591,611,F,inner,M,B,1980:3,1980,2,254
50297,28,K,small,MS/MA/MEd,1,6,W,434,513,F,inner,M,B,1980:3,1980,0,479
174120,35,2,reg+A,BS/BA,APPR,2,W,604,584,N,rural,M,W,1979:4,1979,2,617
26318,51,3,reg+A,MS/MA/MEd,1,18,W,680,711,N,suburb,F,W,1980:2,1980,3,890
31873,56,K,reg,MS/MA/MEd,1,13,W,407,439,N,rural,F,B,1980:1,1980,0,960
94304,17,3,small,BS/BA,2,14,B,631,659,N,suburb,F,W,1980:1,1980,3,279
1873,59,2,small,MS/MA/MEd,1,9,B,549,587,N,urban,M,W,1980:1,1980,2,1026
183654,45,1,reg+A,BS/BA,APPR,1,B,505,518,F,inner,M,B,1979:4,1979,1,752
181432,30,3,reg,BS/BA,NOT,3,W,560,544,F,inner,F,B,1980:4,1980,3,527
116751,63,1,reg+A,BS/BA,1,16,W,571,562,N,rural,M,W,1980:1,1980,1,1088
9851,23,K,reg+A,BS/BA,1,21,B,433,513,N,suburb,F,B,1980:3,1980,0,383
156944,27,1,reg,MS/MA/MEd,1,25,W,590,542,N,inner,M,B,1980:1,1980,1,458
149287,79,K,reg,BS/BA,1,13,W,428,489,N,rural,M,W,1979:4,1979,0,1361
7520,57,K,reg,BS/BA,APPR,2,W,397,463,F,rural,M,W,1980:1,1980,0,980
33121,73,2,reg+A,BS/BA,APPR,2,W,518,540,F,rural,M,W,1979:1,1979,2,1281
120681,10,K,small,MA+,1,12,W,474,536,N,urban,M,W,1979:3,1979,0,162
48567,22,1,small,BS/BA,1,3,B,448,490,F,inner,F,B,1978:4,1978,1,357
40894,52,1,reg,BS/BA,APPR,1,W,530,515,N,suburb,M,W,1980:2,1980,1,897
5534,51,1,reg+A,BS/BA,1,4,W,509,592,F,suburb,M,W,1980:2,1980,1,868
27805,41,K,small,MS/MA/MEd,1,18,W,463,528,N,suburb,M,W,1980:2,1980,0,694
62379,31,K,reg+A,BS/BA,1,11,W,427,547,F,inner,M,B,1980:3,1980,0,531
171639,79,3,reg,MS/MA/MEd,2,12,W,670,684,N,rural,F,W,1979:4,1979,3,1373
33905,66,3,reg,MS/MA/MEd,1,5,W,641,645,F,rural,M,W,1979:1,1979,3,1159
133094,55,2,reg+A,MS/MA/MEd,2,11,W,552,565,N,rural,M,W,1979:4,1979,2,952
125917,63,3,reg,BS/BA,1,9,W,595,585,F,rural,F,W,1979:2,1979,3,1099
152524,79,3,small,BS/BA,1,14,W,644,634,N,rural,F,W,1980:2,1980,3,1372
172315,64,1,reg,BS/BA,1,4,W,454,479,F,rural,F,W,1980:3,1980,1,1110
143018,58,1,small,BS/BA,1,6,W,651,567,N,suburb,F,W,1980:3,1980,1,999
3535,73,3,reg+A,BS/BA,2,19,W,555,559,F,rural,F,W,1980:1,1980,3,1286
89655,28,1,reg+A,MS/MA/MEd,1,6,B,471,472,F,inner,F,B,1979:4,1979,1,490
68776,51,K,reg,BS/BA,1,11,W,453,528,N,suburb,M,A,1979:4,1979,0,852
160680,43,2,reg+A,BS/BA,1,10,W,611,607,N,suburb,F,W,1979:4,1979,2,725
41920,51,2,small,BS/BA,1,8,W,573,615,N,suburb,M,W,1980:1,1980,2,872
138081,38,2,small,MS/MA/MEd,1,8,W,659,699,F,rural,F,W,1980:1,1980,2,655
172458,33,1,small,BS/BA,1,4,B,527,495,F,inner,F,B,1980:3,1980,1,572
136950,55,K,small,BS/BA,1,15,W,413,473,F,rural,M,B,1979:4,1979,0,941
32535,33,1,small,BS/BA,1,4,B,494,542,F,inner,M,B,1979:4,1979,1,572
146929,61,1,reg,MS/MA/MEd,1,10,W,540,535,N,suburb,M,W,1980:1,1980,1,1052
139883,30,K,small,BS/BA,APPR,2,W,456,513,F,inner,M,B,1980:3,1980,0,516
39305,33,K,reg+A,MS/MA/MEd,1,5,W,428,478,F,inner,M,B,1980:3,1980,0,570
2591,41,1,small,BS/BA,1,18,W,590,612,N,suburb,M,W,1980:1,1980,1,697
181601,17,1,reg,BS/BA,1,5,B,466,493,N,suburb,F,W,1980:1,1980,1,271
128362,31,2,small,BS/BA,PROB,1,W,518,543,F,inner,F,B,1980:3,1980,2,535
22138,66,3,small,BS/BA,NOT,24,W,614,645,N,rural,F,W,1980:3,1980,3,1158
87983,29,K,small,BS/BA,1,5,W,451,506,F,inner,F,B,1980:1,1980,0,502
42217,20,3,reg,BS/BA,1,7,B,610,631,N,suburb,F,B,1980:3,1980,3,327
67421,47,K,reg+A,BS/BA,1,15,W,453,528,N,rural,F,W,1980:2,1980,0,777
145773,54,3,small,MS/MA/MEd,1,24,B,633,629,N,suburb,M,W,1980:2,1980,3,938
120192,35,1,reg,BS/BA,3,20,W,527,523,N,rural,F,W,1980:1,1980,1,611
59184,9,3,small,MS/MA/MEd,1,19,W,573,574,F,urban,F,W,1979:1,1979,3,157
48702,61,1,reg+A,MS/MA/MEd,1,29,W,604,612,N,suburb,F,W,1980:2,1980,1,1054
107407,57,1,small,MS/MA/MEd,1,15,W,450,493,N,rural,M,W,1980:1,1980,1,983
106537,66,2,reg+A,MS/MA/MEd,1,14,W,582,568,N,rural,F,W,1979:3,1979,2,1155
60880,68,1,reg+A,BS/BA,1,9,W,483,553,N,rural,M,W,1980:1,1980,1,1185
117342,7,2,reg+A,BS/BA,1,31,B,549,582,N,rural,M,W,1980:2,1980,2,103
10993,61,K,small,BS/BA,1,11,W,434,489,N,suburb,F,W,1980:1,1980,0,1048
156263,44,1,reg+A,BS/BA,APPR,2,B,448,507,F,suburb,M,B,1979:4,1979,1,736
93720,47,2,reg+A,BS/BA,NOT,19,W,684,721,F,rural,M,W,1980:4,1980,2,788
119210,10,3,reg+A,MS/MA/MEd,1,36,W,670,663,F,urban,F,W,1979:3,1979,3,174
5019,30,1,small,MS/MA/MEd,1,17,B,519,520,N,inner,M,B,1980:3,1980,1,519
127899,7,1,small,BS/BA,3,18,W,490,510,F,rural,F,B,1980:3,1980,1,91
161610,32,K,reg+A,BS/BA,APPR,0,W,431,418,F,inner,F,B,1980:3,1980,0,546
61295,61,K,reg+A,MS/MA/MEd,1,8,W,414,500,N,suburb,F,W,1980:1,1980,0,1050
9818,77,2,reg,BS/BA,1,20,W,591,584,N,rural,M,W,1979:3,1979,2,1337
82846,51,1,reg,MS/MA/MEd,1,12,W,524,545,N,suburb,F,W,1980:2,1980,1,863
91357,22,1,reg+A,MS/MA/MEd,3,24,B,524,518,N,inner,F,B,1980:2,1980,1,363
12829,26,2,reg,MS/MA/MEd,1,30,B,564,572,F,inner,F,B,1980:2,1980,2,441
154422,12,3,reg+A,BS/BA,1,16,W,641,752,N,rural,F,W,1979:4,1979,3,203
145262,57,1,reg,MS/MA/MEd,1,11,W,544,549,F,rural,F,W,1980:2,1980,1,984
180278,63,3,small,BS/BA,1,20,W,657,663,N,rural,M,W,1979:4,1979,3,1098
125224,52,3,reg+A,BS/BA,1,21,W,629,642,N,suburb,M,W,1979:4,1979,3,909
56431,9,1,reg+A,BS/BA,1,10,W,651,542,N,urban,F,W,1981:1,1981,1,147
171872,49,2,reg+A,BS/BA,1,7,W,579,590,N,rural,M,W,1980:1,1980,2,823
141564,33,2,reg,MS/MA/MEd,PROB,0,B,611,590,F,inner,M,B,1980:2,1980,2,581
20365,63,K,reg,MS/MA/MEd,1,6,W,416,459,N,rural,M,W,1980:2,1980,0,1077
174315,17,3,small,BS/BA,2,14,B,583,562,F,suburb,M,B,1979:3,1979,3,279
58124,52,K,reg,MS/MA/MEd,1,12,W,455,468,N,suburb,M,W,1980:2,1980,0,893
166986,26,2,reg,MS/MA/MEd,1,30,B,599,531,F,inner,F,B,1980:3,1980,2,441
125696,68,1,reg+A,MS/MA/MEd,1,9,W,571,545,N,rural,F,W,1980:1,1980,1,1187
146127,9,3,small,BS/BA,1,8,W,650,616,F,urban,F,W,1980:1,1980,3,155
60737,51,K,reg+A,MA+,1,12,W,492,559,N,suburb,M,W,1980:1,1980,0,855
168353,66,2,reg+A,MS/MA/MEd,1,14,W,659,648,N,rural,F,W,1980:1,1980,2,1155
24634,28,K,small,BS/BA,1,3,B,440,489,F,inner,M,B,1980:3,1980,0,478
166840,43,2,small,BS/BA,1,10,W,500,538,N,suburb,M,W,1979:4,1979,2,723
87071,31,K,reg+A,BS/BA,1,11,W,467,528,F,inner,M,B,1980:1,1980,0,531
59441,40,3,reg+A,Ed.S,2,12,W,572,571,F,rural,M,W,1979:1,1979,3,692
157549,79,2,reg,MS/MA/MEd,1,17,W,669,626,N,rural,F,W,1980:2,1980,2,1369
33440,9,K,reg,BS/BA,1,8,W,433,468,F,urban,M,W,1980:1,1980,0,137
183446,77,1,reg,MS/MA/MEd,1,13,W,553,572,N,rural,M,W,1979:4,1979,1,1331
99424,20,2,reg+A,BS/BA,1,4,B,542,557,N,suburb,F,B,1980:1,1980,2,323
22253,56,K,reg,MS/MA/MEd,1,13,W,382,384,N,rural,M,W,1980:2,1980,0,960
